iter	Weibull_scale_IR(1.1)	Weibull_scale_IR(1.2)	Weibull_scale_SR(2.1)	Weibull_scale_SR(2.2)	Weibull_scale_ER(3.1)	Weibull_slope_ER(3.1)	Weibull_scale_ER(3.2)	Weibull_slope_ER(3.2)	LnPrior	LnData	LnPosterior
200	0.169315	0.149571	2.56445	3.11724	2.74453	1.90151	3.57446	1.50623	-1.271388e+001	-1.248120e+002	-1.375259e+002
201	0.17033	0.149571	2.75467	3.11724	2.58632	1.90151	3.4136	1.50623	-1.271388e+001	-1.239261e+002	-1.366400e+002
202	0.17033	0.189146	2.74806	3.11724	2.61407	1.90151	3.40856	1.50623	-1.271388e+001	-1.233591e+002	-1.360729e+002
203	0.17033	0.189146	2.74806	3.19869	2.61407	1.90151	3.55623	1.50623	-1.271388e+001	-1.239083e+002	-1.366221e+002
204	0.150224	0.206954	2.74806	3.19869	2.66706	1.90151	3.54191	1.50623	-1.271388e+001	-1.261086e+002	-1.388225e+002
205	0.150224	0.206954	2.74806	3.19869	2.66706	1.90151	3.45647	1.54892	-1.271388e+001	-1.256171e+002	-1.383310e+002
206	0.150224	0.206954	2.78207	3.19869	2.6099	1.90151	3.29238	1.54892	-1.271388e+001	-1.254908e+002	-1.382046e+002
207	0.150224	0.206954	2.78207	3.19869	2.59222	1.87865	3.05435	1.86812	-1.271388e+001	-1.254713e+002	-1.381851e+002
208	0.150224	0.206954	3.14686	3.05723	2.59222	2.03279	2.9994	1.79248	-1.271388e+001	-1.265174e+002	-1.392312e+002
209	0.181133	0.156004	2.52468	3.05723	2.58688	2.03279	3.0012	1.79248	-1.271388e+001	-1.235694e+002	-1.362832e+002
210	0.181133	0.156004	2.52468	3.05723	2.58688	2.03279	3.0012	1.79248	-1.271388e+001	-1.235694e+002	-1.362832e+002
211	0.154145	0.156004	2.52468	3.05723	2.58688	2.03279	3.0012	1.79248	-1.271388e+001	-1.231559e+002	-1.358698e+002
212	0.154145	0.156004	2.52468	3.05723	2.58688	2.03279	3.0012	1.79248	-1.271388e+001	-1.231559e+002	-1.358698e+002
213	0.154145	0.176585	2.52468	3.31585	2.51552	2.03279	2.96362	1.79248	-1.271388e+001	-1.232289e+002	-1.359427e+002
214	0.154145	0.176585	2.52468	3.31585	2.51552	2.03279	3.04987	1.79248	-1.271388e+001	-1.232703e+002	-1.359841e+002
215	0.154145	0.176585	2.37245	3.31585	2.47497	2.03279	2.99292	1.79248	-1.271388e+001	-1.243792e+002	-1.370930e+002
216	0.154145	0.157933	2.40749	3.31585	2.47497	2.03279	2.99292	1.79248	-1.271388e+001	-1.244477e+002	-1.371616e+002
217	0.161954	0.157933	2.40749	3.33331	2.40176	2.03279	2.94601	1.79248	-1.271388e+001	-1.251549e+002	-1.378687e+002
218	0.161954	0.160962	2.40749	3.33331	2.47383	2.03279	2.94601	1.79248	-1.271388e+001	-1.242160e+002	-1.369298e+002
219	0.161954	0.160004	2.40749	3.33331	2.47383	2.03279	2.94885	1.88531	-1.271388e+001	-1.245065e+002	-1.372204e+002
220	0.161954	0.177348	2.90689	2.8454	2.47383	1.99648	2.94885	1.88531	-1.271388e+001	-1.230604e+002	-1.357743e+002
221	0.161954	0.177348	2.90689	2.8454	2.47383	1.99648	2.94885	1.88531	-1.271388e+001	-1.230604e+002	-1.357743e+002
222	0.161954	0.177348	2.73853	3.19643	2.67698	1.69535	2.94885	1.88531	-1.271388e+001	-1.225395e+002	-1.352534e+002
223	0.161954	0.177348	2.73853	3.19643	2.64193	1.69535	2.87801	1.88531	-1.271388e+001	-1.229050e+002	-1.356189e+002
224	0.161954	0.177348	2.87827	2.91379	2.7318	1.70329	2.87801	1.88531	-1.271388e+001	-1.219262e+002	-1.346401e+002
225	0.161954	0.177348	2.87827	2.91379	2.7318	1.70329	2.87801	1.88531	-1.271388e+001	-1.219262e+002	-1.346401e+002
226	0.161954	0.177348	3.40282	2.91379	2.7404	1.70329	2.87801	1.88531	-1.271388e+001	-1.254487e+002	-1.381626e+002
227	0.161954	0.177348	3.40282	2.91379	2.7404	1.70329	2.87801	1.88531	-1.271388e+001	-1.254487e+002	-1.381626e+002
228	0.161954	0.177348	3.40282	2.91379	2.78423	1.70329	2.87801	1.88531	-1.271388e+001	-1.251694e+002	-1.378833e+002
229	0.161954	0.177348	3.40282	2.91379	2.78423	1.62595	2.98397	1.88531	-1.271388e+001	-1.263113e+002	-1.390252e+002
230	0.161954	0.177348	3.40282	3.21204	2.85056	1.62595	2.97199	1.88531	-1.271388e+001	-1.257716e+002	-1.384855e+002
231	0.166011	0.203647	3.40282	3.36707	2.85056	1.62595	2.97199	1.88531	-1.271388e+001	-1.285092e+002	-1.412231e+002
232	0.166011	0.203647	3.40282	3.05902	2.75928	1.97333	3.16874	1.65466	-1.271388e+001	-1.288164e+002	-1.415303e+002
233	0.166011	0.203647	2.80633	3.05902	2.75928	1.68545	3.16874	1.65466	-1.271388e+001	-1.237614e+002	-1.364752e+002
234	0.166011	0.197632	2.80633	3.05902	2.75928	1.82218	3.16874	1.65466	-1.271388e+001	-1.225864e+002	-1.353003e+002
235	0.166011	0.197632	2.80633	3.07866	2.75928	1.82218	3.18184	1.65466	-1.271388e+001	-1.225895e+002	-1.353034e+002
236	0.146487	0.197632	2.80633	3.07866	2.66702	1.82218	3.11174	1.72778	-1.271388e+001	-1.233288e+002	-1.360427e+002
237	0.146487	0.197632	2.80633	3.07866	2.92422	1.82218	2.92592	1.72778	-1.271388e+001	-1.250407e+002	-1.377546e+002
238	0.172731	0.143406	2.87113	3.07866	2.84586	1.82218	2.92592	1.72778	-1.271388e+001	-1.241736e+002	-1.368874e+002
239	0.172731	0.143406	2.87113	3.07866	2.70868	1.84835	2.92592	1.72778	-1.271388e+001	-1.238198e+002	-1.365336e+002
240	0.172731	0.143406	2.87113	3.07866	2.70868	1.80885	3.12793	1.83458	-1.271388e+001	-1.241746e+002	-1.368885e+002
241	0.172731	0.143406	2.87113	3.07866	2.69794	1.80885	2.80204	1.90508	-1.271388e+001	-1.235719e+002	-1.362858e+002
242	0.172731	0.160522	2.87113	3.06652	2.69794	1.98614	2.80204	1.90508	-1.271388e+001	-1.231029e+002	-1.358168e+002
243	0.172731	0.160522	2.87113	2.97924	2.69794	1.98614	2.87825	1.90508	-1.271388e+001	-1.229752e+002	-1.356891e+002
244	0.172731	0.160522	2.87113	2.97924	2.69794	1.86769	2.87825	1.90508	-1.271388e+001	-1.218218e+002	-1.345356e+002
245	0.172731	0.160522	2.87113	2.88335	2.87346	1.86769	2.87825	1.90508	-1.271388e+001	-1.232577e+002	-1.359715e+002
246	0.172731	0.160522	2.87113	2.88335	2.87346	1.70008	2.87825	1.90508	-1.271388e+001	-1.218659e+002	-1.345798e+002
247	0.172731	0.188802	2.87113	2.88335	2.87346	1.63525	2.65515	1.90508	-1.271388e+001	-1.244133e+002	-1.371272e+002
248	0.151764	0.19021	2.98025	2.73184	2.87346	1.64557	2.71695	1.90508	-1.271388e+001	-1.248019e+002	-1.375158e+002
249	0.151764	0.19021	2.98025	3.07465	2.87346	1.64557	2.71695	1.90508	-1.271388e+001	-1.238636e+002	-1.365775e+002
250	0.153699	0.19021	2.98025	3.07465	2.71067	1.64557	2.71695	1.90508	-1.271388e+001	-1.250676e+002	-1.377815e+002
251	0.153699	0.148606	2.98025	3.07465	2.95178	1.64557	2.71695	1.89273	-1.271388e+001	-1.242186e+002	-1.369324e+002
252	0.153699	0.148606	2.98025	3.87304	3.15414	1.52454	2.82799	1.89273	-1.271388e+001	-1.290597e+002	-1.417736e+002
253	0.153699	0.148606	2.98025	3.87304	3.15414	1.57782	2.88391	1.89273	-1.271388e+001	-1.289022e+002	-1.416160e+002
254	0.153699	0.189886	2.91023	3.32893	3.01711	1.72756	2.88391	1.89273	-1.271388e+001	-1.238366e+002	-1.365505e+002
255	0.173575	0.189886	3.09461	3.32893	3.01711	1.72756	2.9455	1.89273	-1.271388e+001	-1.247871e+002	-1.375010e+002
256	0.173575	0.156531	2.86899	3.32893	2.63901	1.87384	3.0743	1.89273	-1.271388e+001	-1.240251e+002	-1.367389e+002
257	0.173575	0.156531	2.86899	3.3773	2.63901	1.87384	3.0743	1.90125	-1.271388e+001	-1.244339e+002	-1.371477e+002
258	0.173575	0.156531	2.86899	3.25375	2.82612	1.68917	3.0743	1.76529	-1.271388e+001	-1.220852e+002	-1.347991e+002
259	0.173575	0.164352	2.86899	3.25375	2.95546	1.68917	3.06755	1.62779	-1.271388e+001	-1.226419e+002	-1.353558e+002
260	0.173575	0.164352	2.86899	3.25375	2.95546	1.68917	3.01777	1.62779	-1.271388e+001	-1.230813e+002	-1.357952e+002
261	0.173575	0.164352	2.5534	3.42176	2.80584	1.74113	3.01777	1.62779	-1.271388e+001	-1.238649e+002	-1.365788e+002
262	0.173575	0.164352	2.79527	2.73539	2.88246	1.74113	3.01777	1.63082	-1.271388e+001	-1.233793e+002	-1.360932e+002
263	0.144377	0.179455	2.79527	3.38438	2.88246	1.74113	3.01777	1.63082	-1.271388e+001	-1.241756e+002	-1.368895e+002
264	0.144377	0.18396	2.87314	3.38438	2.88246	1.74113	3.01777	1.74622	-1.271388e+001	-1.232468e+002	-1.359607e+002
265	0.144377	0.173249	2.87314	3.38438	2.88246	1.7665	3.01777	1.74622	-1.271388e+001	-1.230257e+002	-1.357396e+002
266	0.144377	0.173249	2.80135	3.70373	2.88246	1.7665	3.01777	1.92316	-1.271388e+001	-1.266111e+002	-1.393249e+002
267	0.144377	0.19017	2.83766	3.69319	2.88246	1.7665	3.01777	1.92316	-1.271388e+001	-1.273545e+002	-1.400684e+002
268	0.144377	0.19017	2.83766	2.48458	2.88246	1.7665	3.01777	1.92316	-1.271388e+001	-1.273401e+002	-1.400540e+002
269	0.182624	0.161019	2.83766	2.48458	2.88246	1.7665	2.69647	1.92316	-1.271388e+001	-1.264699e+002	-1.391837e+002
270	0.145834	0.161019	2.60484	2.78482	2.88246	1.7665	3.09232	1.92316	-1.271388e+001	-1.253917e+002	-1.381056e+002
271	0.15718	0.18073	2.60484	2.68787	2.88246	1.7665	3.09232	1.92316	-1.271388e+001	-1.252201e+002	-1.379340e+002
272	0.15718	0.160769	2.60484	2.68787	2.88246	1.7665	3.09232	1.92316	-1.271388e+001	-1.252640e+002	-1.379779e+002
273	0.160283	0.164787	2.60484	2.68787	2.71668	1.83755	3.09232	1.92316	-1.271388e+001	-1.248832e+002	-1.375971e+002
274	0.189283	0.171686	2.60484	2.72427	2.71668	1.65244	3.11401	1.91052	-1.271388e+001	-1.272468e+002	-1.399606e+002
275	0.189283	0.161025	2.60484	2.83399	2.71668	1.65244	3.11401	1.80376	-1.271388e+001	-1.248910e+002	-1.376049e+002
276	0.189283	0.154084	2.95313	3.66089	2.67395	1.65244	3.11401	1.85933	-1.271388e+001	-1.294181e+002	-1.421320e+002
277	0.189283	0.175095	2.95313	3.66089	2.67395	1.65244	3.11401	1.66961	-1.271388e+001	-1.275941e+002	-1.403080e+002
278	0.197838	0.152689	2.95313	3.56915	2.67395	1.62359	3.11401	1.66961	-1.271388e+001	-1.292440e+002	-1.419579e+002
279	0.197838	0.152689	2.95313	3.56915	2.67395	1.62359	3.07356	1.75924	-1.271388e+001	-1.290384e+002	-1.417523e+002
280	0.14613	0.170835	2.77795	3.56915	2.67395	1.62359	3.07356	1.75924	-1.271388e+001	-1.261711e+002	-1.388850e+002
281	0.191539	0.183303	2.43162	3.56915	2.67395	1.62359	3.0396	1.68341	-1.271388e+001	-1.287591e+002	-1.414730e+002
282	0.182111	0.176672	3.0494	3.10278	2.67395	1.63648	3.0396	1.68341	-1.271388e+001	-1.250607e+002	-1.377745e+002
283	0.182111	0.158597	3.0494	3.14007	2.67395	1.63648	3.0396	1.68341	-1.271388e+001	-1.254081e+002	-1.381220e+002
284	0.142338	0.158597	3.0494	3.14007	2.67395	1.63648	2.8874	1.77753	-1.271388e+001	-1.260056e+002	-1.387195e+002
285	0.141396	0.158597	2.80798	3.22835	2.67395	1.93613	2.8874	1.77753	-1.271388e+001	-1.237768e+002	-1.364907e+002
286	0.141396	0.158597	2.80798	3.22835	2.67395	1.93613	2.8874	1.77753	-1.271388e+001	-1.237768e+002	-1.364907e+002
287	0.157132	0.158597	2.80798	3.47478	2.67395	1.93613	2.8874	1.95815	-1.271388e+001	-1.239906e+002	-1.367045e+002
288	0.157132	0.188438	2.94529	2.65014	2.76323	1.93613	2.64909	2.12118	-1.271388e+001	-1.264080e+002	-1.391219e+002
289	0.157132	0.188764	2.61703	2.65014	2.5802	1.93613	2.59645	2.09225	-1.271388e+001	-1.256658e+002	-1.383797e+002
290	0.157132	0.163938	2.90015	2.65014	2.48974	1.93613	2.53385	2.09225	-1.271388e+001	-1.266396e+002	-1.393534e+002
291	0.175729	0.160536	3.20208	3.09374	2.48974	1.93613	2.53385	2.23866	-1.271388e+001	-1.275058e+002	-1.402197e+002
292	0.175729	0.160536	3.19345	3.09374	2.48974	1.93613	2.58412	2.23866	-1.271388e+001	-1.274496e+002	-1.401634e+002
293	0.175729	0.160536	2.76326	3.09374	2.48974	1.93613	2.58412	2.23866	-1.271388e+001	-1.256327e+002	-1.383466e+002
294	0.164912	0.175778	2.64104	3.09374	2.48974	1.86416	2.58412	2.23866	-1.271388e+001	-1.257820e+002	-1.384959e+002
295	0.164912	0.180137	2.64104	3.09374	2.48974	1.86416	2.58412	2.17732	-1.271388e+001	-1.252580e+002	-1.379719e+002
296	0.193181	0.170688	2.97441	3.09374	2.48974	1.86416	2.58412	2.17732	-1.271388e+001	-1.272985e+002	-1.400124e+002
297	0.193181	0.157301	2.71711	3.09374	2.48974	1.86416	2.58412	2.10816	-1.271388e+001	-1.269373e+002	-1.396512e+002
298	0.179558	0.157301	2.71711	3.22032	2.44531	1.86416	2.47784	2.10816	-1.271388e+001	-1.282092e+002	-1.409231e+002
299	0.179558	0.163997	2.93435	3.22032	2.44531	1.86416	2.47784	2.22319	-1.271388e+001	-1.279588e+002	-1.406727e+002
300	0.179558	0.163997	3.13645	3.22032	2.44531	1.86416	2.47784	2.26926	-1.271388e+001	-1.292230e+002	-1.419369e+002
301	0.179558	0.170466	3.13645	3.03986	2.44531	1.86416	2.4982	2.26926	-1.271388e+001	-1.287611e+002	-1.414750e+002
302	0.179558	0.155622	3.13645	3.03986	2.56362	1.8697	2.4982	2.26926	-1.271388e+001	-1.274584e+002	-1.401722e+002
303	0.161418	0.155622	2.93083	3.03986	2.64212	1.8697	2.4982	2.06117	-1.271388e+001	-1.254078e+002	-1.381217e+002
304	0.161418	0.172966	2.93083	3.22194	2.7558	1.8697	2.4982	2.3328	-1.271388e+001	-1.257352e+002	-1.384490e+002
305	0.177039	0.178508	2.93083	3.76304	2.7558	1.8697	2.47506	2.17234	-1.271388e+001	-1.290299e+002	-1.417438e+002
306	0.177039	0.178508	2.93083	3.76304	2.7558	1.8697	2.47506	2.17234	-1.271388e+001	-1.290299e+002	-1.417438e+002
307	0.177039	0.187061	2.93083	2.74946	2.7558	1.8697	2.47506	2.17234	-1.271388e+001	-1.264999e+002	-1.392138e+002
308	0.177039	0.189764	2.97685	3.27712	2.7558	1.8697	2.47506	2.17234	-1.271388e+001	-1.264589e+002	-1.391728e+002
309	0.177039	0.203292	2.55692	2.91752	2.7558	1.8697	2.47506	2.29118	-1.271388e+001	-1.278518e+002	-1.405657e+002
310	0.177039	0.20274	2.55692	2.91752	2.7558	1.8697	2.47506	2.29118	-1.271388e+001	-1.277807e+002	-1.404946e+002
311	0.177039	0.179882	2.55692	3.25368	2.7558	1.8697	2.47506	2.1435	-1.271388e+001	-1.257339e+002	-1.384478e+002
312	0.177039	0.176454	2.81404	3.25368	2.77741	1.8697	2.47506	2.1435	-1.271388e+001	-1.254265e+002	-1.381404e+002
313	0.141808	0.158812	2.81404	3.25368	2.58589	1.8697	2.47506	2.13585	-1.271388e+001	-1.267770e+002	-1.394909e+002
314	0.161583	0.157244	2.81404	3.25368	2.58589	1.8697	2.47506	2.13585	-1.271388e+001	-1.256293e+002	-1.383432e+002
315	0.161583	0.157244	2.81404	3.25368	2.58589	1.8697	2.47506	2.40053	-1.271388e+001	-1.272067e+002	-1.399205e+002
316	0.161583	0.157244	2.81404	3.3529	2.76662	1.83401	2.47506	2.39532	-1.271388e+001	-1.270452e+002	-1.397591e+002
317	0.161583	0.157244	2.81404	3.3529	2.76662	1.83401	2.47506	2.39532	-1.271388e+001	-1.270452e+002	-1.397591e+002
318	0.160258	0.18529	2.8277	3.3529	2.76662	1.83401	2.47506	2.39532	-1.271388e+001	-1.270721e+002	-1.397859e+002
319	0.168018	0.149695	2.8277	3.3529	2.76662	1.91553	2.41347	2.39532	-1.271388e+001	-1.285153e+002	-1.412291e+002
320	0.166558	0.152679	2.8277	3.3529	2.54927	2.05296	2.41347	2.39532	-1.271388e+001	-1.284613e+002	-1.411752e+002
321	0.166558	0.152679	2.8277	2.65603	2.54927	2.05296	2.41313	2.39532	-1.271388e+001	-1.291922e+002	-1.419061e+002
322	0.175735	0.152679	2.8277	3.34182	2.43727	2.05296	2.54543	2.39532	-1.271388e+001	-1.298326e+002	-1.425465e+002
323	0.175735	0.152679	2.8277	3.34182	2.43727	2.05296	2.54543	2.03443	-1.271388e+001	-1.269911e+002	-1.397050e+002
324	0.175735	0.163188	2.8277	3.34182	2.43727	2.05296	2.54543	1.98407	-1.271388e+001	-1.268067e+002	-1.395206e+002
325	0.164402	0.174632	2.95715	3.34182	2.43727	2.05296	2.54543	2.12774	-1.271388e+001	-1.258833e+002	-1.385972e+002
326	0.164402	0.149901	2.95715	3.34182	2.43727	2.05296	2.54543	2.12774	-1.271388e+001	-1.269656e+002	-1.396795e+002
327	0.164402	0.163106	2.95715	3.34182	2.43727	2.01486	2.54543	2.12774	-1.271388e+001	-1.260471e+002	-1.387610e+002
328	0.164402	0.158799	2.95715	3.34182	2.6763	2.01486	2.54543	2.12774	-1.271388e+001	-1.261870e+002	-1.389009e+002
329	0.14989	0.155686	2.95715	2.88612	2.6763	2.01486	2.54543	2.12774	-1.271388e+001	-1.264613e+002	-1.391752e+002
330	0.14989	0.183958	2.95715	2.88612	2.66623	2.01486	2.54543	2.12774	-1.271388e+001	-1.261516e+002	-1.388655e+002
331	0.174483	0.169396	2.67549	3.09052	2.66623	2.01486	2.62176	2.00035	-1.271388e+001	-1.242991e+002	-1.370130e+002
332	0.15782	0.147355	2.67549	2.76896	2.59788	2.01486	2.62176	2.06345	-1.271388e+001	-1.256541e+002	-1.383680e+002
333	0.15782	0.147697	2.78603	2.76896	2.59788	2.01486	2.62176	2.06345	-1.271388e+001	-1.255786e+002	-1.382925e+002
334	0.15782	0.147697	2.59806	2.76896	2.6737	2.01486	2.62176	2.06345	-1.271388e+001	-1.263293e+002	-1.390431e+002
335	0.15782	0.144745	2.72228	2.76896	2.54691	2.01486	2.62176	2.13034	-1.271388e+001	-1.261381e+002	-1.388519e+002
336	0.15782	0.172631	2.72228	2.84811	2.54691	1.76904	2.62176	2.13034	-1.271388e+001	-1.252003e+002	-1.379141e+002
337	0.15782	0.169368	3.12601	2.86393	2.54691	1.76904	2.62176	2.13034	-1.271388e+001	-1.264701e+002	-1.391840e+002
338	0.15782	0.182849	2.9415	3.34733	2.54691	1.75739	2.62176	2.13034	-1.271388e+001	-1.263829e+002	-1.390968e+002
339	0.15782	0.182849	2.9415	3.34733	2.54691	1.75739	2.62176	2.13034	-1.271388e+001	-1.263829e+002	-1.390968e+002
340	0.15782	0.182849	2.9415	3.48308	2.54691	1.8167	2.62176	2.13034	-1.271388e+001	-1.263455e+002	-1.390594e+002
341	0.15782	0.168766	2.83936	3.48308	2.54691	1.8167	2.62176	2.13034	-1.271388e+001	-1.257663e+002	-1.384801e+002
342	0.159422	0.157414	2.83936	3.48308	2.54691	1.8167	2.62176	2.20461	-1.271388e+001	-1.269398e+002	-1.396537e+002
343	0.159422	0.157414	2.73704	3.48308	2.68708	1.77489	2.50025	2.20461	-1.271388e+001	-1.260334e+002	-1.387473e+002
344	0.159422	0.1745	2.73704	3.10688	2.70617	1.77489	2.50025	2.20461	-1.271388e+001	-1.240427e+002	-1.367565e+002
345	0.185144	0.150848	2.73704	3.23808	2.70617	1.77489	2.50025	2.20461	-1.271388e+001	-1.262245e+002	-1.389384e+002
346	0.154109	0.150848	2.93763	2.76398	2.70617	1.77489	2.50025	2.20461	-1.271388e+001	-1.263019e+002	-1.390158e+002
347	0.154109	0.143373	2.33003	2.76398	2.71736	1.77489	2.50025	2.20461	-1.271388e+001	-1.287099e+002	-1.414238e+002
348	0.154109	0.143373	2.33003	3.14726	2.71736	1.83221	2.50025	2.20461	-1.271388e+001	-1.279623e+002	-1.406762e+002
349	0.185147	0.156895	2.33003	3.28697	2.71736	1.83221	2.50025	2.20461	-1.271388e+001	-1.276293e+002	-1.403432e+002
350	0.185147	0.156895	2.33003	3.2035	2.70653	1.83221	2.50025	2.11412	-1.271388e+001	-1.274525e+002	-1.401664e+002
351	0.143412	0.18143	2.33003	2.89785	2.59112	1.68575	2.50025	2.11412	-1.271388e+001	-1.299557e+002	-1.426696e+002
352	0.150709	0.18143	2.33003	2.89785	2.80695	1.68575	2.71257	2.12783	-1.271388e+001	-1.257587e+002	-1.384726e+002
353	0.150709	0.18143	2.33003	2.89785	2.80695	1.68575	2.71257	2.12783	-1.271388e+001	-1.257587e+002	-1.384726e+002
354	0.163562	0.18143	2.72468	2.89785	2.80695	1.68575	2.66924	1.93717	-1.271388e+001	-1.229571e+002	-1.356710e+002
355	0.163562	0.170249	2.93388	3.24651	2.80695	1.68575	2.66924	2.01336	-1.271388e+001	-1.228504e+002	-1.355643e+002
356	0.163562	0.170249	2.93388	3.24651	2.89476	1.68575	2.66924	2.19292	-1.271388e+001	-1.242062e+002	-1.369201e+002
357	0.163562	0.172266	2.93388	3.24651	2.89476	1.68575	2.66924	2.19292	-1.271388e+001	-1.242080e+002	-1.369218e+002
358	0.163562	0.176678	2.93388	3.42444	2.89476	1.68575	2.66924	2.18149	-1.271388e+001	-1.248813e+002	-1.375952e+002
359	0.163562	0.176678	3.00868	3.42444	2.89476	1.68575	2.66924	2.18149	-1.271388e+001	-1.251941e+002	-1.379080e+002
360	0.19999	0.154323	3.00868	3.13579	2.89476	1.68575	2.66924	2.18149	-1.271388e+001	-1.275066e+002	-1.402205e+002
361	0.168425	0.154323	2.86644	3.13579	2.89476	1.68575	2.63534	2.18149	-1.271388e+001	-1.241155e+002	-1.368294e+002
362	0.155948	0.154323	2.86644	3.13579	2.89476	1.68575	2.63534	2.01975	-1.271388e+001	-1.233715e+002	-1.360854e+002
363	0.16024	0.164366	2.86644	3.13579	2.89476	1.68575	2.70972	2.01975	-1.271388e+001	-1.221339e+002	-1.348478e+002
364	0.16024	0.193562	2.86644	3.13579	2.89476	1.68575	2.94134	2.01975	-1.271388e+001	-1.245691e+002	-1.372830e+002
365	0.16024	0.193562	2.86644	3.13579	2.89476	1.68575	2.94134	2.01975	-1.271388e+001	-1.245691e+002	-1.372830e+002
366	0.155042	0.193562	2.86644	3.00585	2.89476	1.68575	2.82055	1.92398	-1.271388e+001	-1.226239e+002	-1.353378e+002
367	0.155042	0.193562	2.83127	3.00585	2.89476	1.68575	2.82055	1.92398	-1.271388e+001	-1.225540e+002	-1.352679e+002
368	0.155042	0.167837	2.83127	3.00585	2.89476	1.68575	2.82055	1.92398	-1.271388e+001	-1.214798e+002	-1.341937e+002
369	0.155042	0.167837	2.83127	3.00585	2.89476	1.68575	2.82055	1.92398	-1.271388e+001	-1.214798e+002	-1.341937e+002
370	0.180243	0.167837	2.83127	3.20373	2.89476	1.68575	2.82055	1.92398	-1.271388e+001	-1.220444e+002	-1.347583e+002
371	0.180243	0.167837	2.83127	3.20373	2.89476	1.68575	3.14517	1.70526	-1.271388e+001	-1.217377e+002	-1.344516e+002
372	0.156841	0.167837	2.83127	3.20373	2.89476	1.68575	3.14517	1.70526	-1.271388e+001	-1.212748e+002	-1.339887e+002
373	0.167944	0.162872	2.77747	3.20373	2.89476	1.68575	3.14517	1.70526	-1.271388e+001	-1.212562e+002	-1.339701e+002
374	0.167944	0.166372	2.96943	3.20373	2.89476	1.68575	3.14517	1.70526	-1.271388e+001	-1.216138e+002	-1.343277e+002
375	0.167248	0.166372	2.63111	3.00133	2.84518	1.68575	3.14517	1.75004	-1.271388e+001	-1.212838e+002	-1.339976e+002
376	0.164976	0.146432	2.63111	2.94542	2.84518	1.68575	3.14517	1.68371	-1.271388e+001	-1.226895e+002	-1.354034e+002
377	0.164976	0.170273	2.63111	2.94542	2.84518	1.68575	3.14517	1.68371	-1.271388e+001	-1.211687e+002	-1.338826e+002
378	0.172251	0.170273	2.63111	2.94542	2.84518	1.68575	3.14517	1.68371	-1.271388e+001	-1.213213e+002	-1.340351e+002
379	0.172251	0.164942	2.63111	2.75182	2.84518	1.68575	3.19734	1.67775	-1.271388e+001	-1.222188e+002	-1.349327e+002
380	0.172251	0.164942	2.77286	2.75182	2.85707	1.68575	3.19734	1.67775	-1.271388e+001	-1.220684e+002	-1.347823e+002
381	0.161832	0.164942	2.77286	2.75182	2.85707	1.68575	3.19734	1.76528	-1.271388e+001	-1.224985e+002	-1.352124e+002
382	0.161832	0.162632	2.57519	2.75182	2.85707	1.68575	3.19734	1.76528	-1.271388e+001	-1.228722e+002	-1.355861e+002
383	0.162068	0.154156	2.57519	2.75182	3.19225	1.68575	3.19734	1.65512	-1.271388e+001	-1.254413e+002	-1.381552e+002
384	0.162068	0.153882	2.57519	2.58653	3.19225	1.68575	3.22668	1.65512	-1.271388e+001	-1.267435e+002	-1.394574e+002
385	0.141623	0.153882	2.46342	2.8602	3.19225	1.68575	3.22668	1.65512	-1.271388e+001	-1.268370e+002	-1.395509e+002
386	0.141623	0.153882	3.10004	2.8602	3.19225	1.34213	3.22668	1.65512	-1.271388e+001	-1.282848e+002	-1.409987e+002
387	0.141623	0.156452	3.10004	2.86188	3.29156	1.34213	3.22668	1.65512	-1.271388e+001	-1.276501e+002	-1.403640e+002
388	0.131855	0.163646	3.21682	2.86188	3.29156	1.34213	3.22668	1.65512	-1.271388e+001	-1.295521e+002	-1.422660e+002
389	0.131855	0.163646	3.21682	2.86188	3.29156	1.34213	3.22668	1.65512	-1.271388e+001	-1.295521e+002	-1.422660e+002
